RecipeID;Recipe_Name;Author;Review_Count;Prepare_Time;Cook_Time;Total_Time;Ingredients;Directions;Calories;Servings;Recipe_Photo
25192;Dairy;MRS. CINDY SCHMIDT;69;20 m;1 h;1 h 20 m;flour,baking powder,white sugar,vegetable oil,egg,orange juice,apple,white sugar,brown sugar,cinnamon;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 10 inch tube pan.In a large bowl, stir together flour and baking powder. In a separate bowl, beat together 2 cups sugar, vegetable oil, eggs. Stir egg mixture into flour mixture, alternately with orange juice, until smooth. In a small bowl, combine 5 tablespoons white sugar, 5 tablespoons brown sugar and 2 teaspoons cinnamon.Pour 1/2 of batter into prepared pan. Add 1/2 of the apples then 1/2 of the cinnamon sugar mixture. Repeat laying with remaining ingredients.Bake in preheated oven until a toothpick inserted into center of cake comes out clean, about 50 to 70 minutes. Let cool for 15 to 20 minutes, invert on a plate and serve.;748.1;8;https://images.media-allrecipes.com/userphotos/560x315/2064026.jpg
13127;No;LaDonna Reed;24;5 m;15 m;5 h 20 m;ground beef,onion,chili,tomato sauce,chile pepper,tomato,tomato,chile,chili;Cook ground beef and onion until done.In slow cooker or Dutch oven add all ingredients together. Simmer several hours.;353.3;48;https://images.media-allrecipes.com/userphotos/250x250/186692.jpg
10782;Birds Nests III Recipe;Rosina;28;X;X;X;noodle,marshmallow,butter,bean;'Line a cookie sheet with foil and grease with spray-on cooking oil.Pour noodles into a large bowl.  Melt the butter and marshmallows over medium heat, stirring until smooth.  Pour marshmallow mixture over noodles, stirring until well coated.Rub some butter on hands and form noodle mixture into six round balls.  Place balls on prepared cookie sheet.  With the back of a teaspoon, press the center of each ball to make a hollow indentation.Let nests set until they are firm.  Fill each with small jelly beans. (Other small candies of your choice may be substituted, such as M & M''s, small gumdrops, chocolate covered raisins, chocolate covered peanuts, etc.)';287.1;6;https://images.media-allrecipes.com/userphotos/560x315/1121978.jpg
7969;Jewish Apple Cake I Recipe;JBS BOX;170;X;X;X;flour,salt,baking powder,white sugar,vegetable oil,egg,orange juice,vanilla,apple,cinnamon,white sugar;Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 10 inch tube pan. Combine the ground cinnamon and 5 teaspoons of the sugar together and set aside.In a large mixing bowl, combine the flour, salt, baking powder and 2 cups of the sugar. Stir in the vegetable oil, beaten eggs, orange juice and vanilla. Mix well.Pour 1/2 of the batter into the prepared pan. Top with 1/2 of the sliced apples and sprinkle with 1/2 of the cinnamon sugar mixture. Pour the remaining batter over the top and layer the remaining sliced apples and cinnamon sugar.Bake at 350 degrees F (175 degrees C) for 70 to 90 minutes.;341.4;14;https://images.media-allrecipes.com/userphotos/560x315/1866099.jpg
19866;Double Chocolate Cookie Bars Recipe;Robyn;54;12 m;25 m;37 m;chocolate,butter,milk,vanilla,chocolate;Preheat the oven to 325 degrees F (165 degrees C).Set aside 6 cookies and grind the rest in a food processor or blender. In a small bowl, stir together the cookie crumbs and butter until well blended. Press into the bottom of an 11x13 inch pan.Over a double boiler or in the microwave, melt 1 cup of chocolate chips together with the condensed milk and vanilla. Stir frequently until smooth. Spread evenly over the crumb crust. Sprinkle the remaining cup of chocolate chips over the top. Break remaining cookies into pieces by hand and sprinkle over the top.Bake for 20 to 25 minutes in the preheated oven. Chill completely before cutting into bars or it will make a big mess.;194.0;20;https://images.media-allrecipes.com/userphotos/560x315/4471831.jpg
11363;Chocolate Mint Dessert Brownies Recipe;Kim Getchell;234;15 m;30 m;2 h 5 m;white sugar,butter,egg,chocolate,flour,sugar,butter,liqueur,butter,chocolate;'Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.In a large bowl, cream together 1 cup sugar and 1/2 cup of softened butter until smooth. Beat in eggs one at a time, then stir in the chocolate syrup. Stir in the flour until just blended. Spread the batter evenly into the prepared pan.Bake for 25 to 30 minutes in the preheated oven, or until top springs back when lightly touched. Cool completely in the pan.In a small bowl, beat the confectioners'' sugar, 1/2 cup butter or margarine and creme de menthe until smooth. Spread evenly over the cooled brownies, then chill until set.In a small bowl over simmering water, or in the microwave, melt the remaining 6 tablespoons of butter and the chocolate chips, stirring occasionally until smooth. Allow to cool slightly, then spread over the top of the mint layer. Cover, and chill for at least 1 hour before cutting into squares.';303.1;24;https://images.media-allrecipes.com/userphotos/560x315/1019885.jpg
15417;Vegan Crepes Recipe;Siri;72;5 m;20 m;2 h 25 m;milk,water,margarine,sugar,maple syrup,flour,salt;'In a large mixing bowl, blend soy milk, water, 1/4 cup margarine, sugar, syrup, flour, and salt. Cover and chill the mixture for 2 hours.Lightly grease a 5 to 6 inch skillet with some soy margarine. Heat the skillet until hot. Pour approximately 3 tablespoons batter into the skillet.  Swirl to make the batter cover the skillet''s bottom.  Cook until golden, flip and cook on opposite side.';328.9;4;https://images.media-allrecipes.com/userphotos/560x315/2243167.jpg
23141;Vanilla Pumpkin Pie Recipe;AB70;120;10 m;1 h;1 h 15 m;pumpkin,milk,egg,white sugar,flour,salt,vanilla,cinnamon,bake;Preheat oven to 450 degrees F (230 degrees C).In a large bowl, combine pumpkin, evaporated milk, eggs, sugar, flour, salt vanilla and cinnamon. Pour filling into pie shell.Bake for 20 minutes at 450 degrees F (230 degrees C) then turn oven temperature down to 350 degrees F (175 degrees C) and continue baking 40 more minutes or until a knife inserted in center comes out clean. Cool completely on a wire rack before serving.;75.2;8;https://images.media-allrecipes.com/userphotos/560x315/1750819.jpg
23911;Suzannes Spinach Quiche Recipe;SUZYL;68;30 m;50 m;1 h 30 m;bake,spinach,egg,yogurt,flour,black pepper,mushroom,cheddar,green onion;Preheat oven to 425 degrees F (220 degrees C). Prick the pie crust all over with fork and bake for 5 minutes.Place the frozen spinach in microwave safe bowl and cook until thawed.  Drain as much of the liquid as you can and then use paper towels to get the spinach as dry as possible.Beat together the eggs, yogurt or sour cream, flour, and pepper until well mixed.  Stir in the spinach.  Layer the sliced mushrooms, cheese, and chopped scallions in that order on the bottom of the pie crust.  Top with the spinach mixture.Bake in preheated oven for 15 minutes and then decrease temperature to 350 degrees F (175 degrees C) and bake for 30 additional minutes. Let cool before serving.;227.0;8;https://images.media-allrecipes.com/userphotos/250x250/312619.jpg
11452;Slightly Spicy Chocolate Chip Cookies Recipe;Sandra;28;20 m;9 m;50 m;flour,baking soda,salt,nutmeg,cinnamon,clove,butter,white sugar,brown sugar,vanilla,almond,egg,chocolate;Preheat oven to 375 degrees F (190 degrees C).Mix flour, baking soda, salt, nutmeg, cinnamon and cloves in small bowl.In large mixing bowl combine sugar, butter, and extracts until creamy. Add eggs, one at a time, beating well after each. Slowly add flour mix, beating dough between additions. Fold in chocolate chips. Drop dough by tablespoonful onto an ungreased cookie sheet.Bake 9 to 11 minutes, or until cookies are just brown. After cooling cookies on the tray for 2 minutes, remove to wire racks to cool completely.;513.1;30;https://images.media-allrecipes.com/userphotos/250x250/593285.jpg
10443;Frosted Oatmeal Bars Recipe;Dawn McLeskey;24;X;X;X;oat,brown sugar,butter,honey,chocolate,peanut butter;In medium bowl, combine oats, sugar, butter, and honey.  Microwave on high for 4 1/2 - 5 1/2 minutes or until bubbly, stirring twice.Spread honey mixture  in an 8 x 8 inch pan.  Cool in refrigerator.In small bowl, combine chocolate chips and peanut butter.  Microwave on high for 1 - 1 1/2 minutes or until chips are soft, stirring once.  Spread over cookie mixture.  Refrigerate until chocolate is firm.  Cut into squares.;119.7;12;https://images.media-allrecipes.com/userphotos/250x250/604306.jpg
9686;Mincemeat Cookies I Recipe;Glenda J.;11;X;X;X;shortening,white sugar,vanilla,egg,flour,salt,baking soda,walnut,meat;Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.Cream shortening, sugar and eggs together, then beat in vanilla. Sift the flour, salt and baking soda together, and add to shortening mixture.  Mix until well blended. Stir in the nuts and mincemeat and mix well. Drop by teaspoonfuls on the cookie sheet.Bake 8 to 10 minutes until light brown.;104.2;84;https://images.media-allrecipes.com/userphotos/250x250/873.jpg
11207;Butter Cookies IV Recipe;Ro Caiazzo;15;X;X;X;flour,baking powder,salt,white sugar,butter,egg,cream,vanilla,candy;Sift the flour,  baking powder, salt and sugar together. Cut in the butter until the mixture resembles coarse crumbs. Stir in the egg, cream and vanilla extract. Blend thoroughly (this usually works best with your hands).Form dough into a flattened ball, wrap and refrigerate for at least 24 hours. This mixture can keep for several days.Preheat oven to 400 degrees F (205 degrees C).Roll dough out on a floured board to about 1/4 to 1/8 inch thick. Cut out shapes with a cookie cutter and decorate with different types of sprinkles.Bake at 400 degrees F (205 degrees C) for 5 to 8 minutes.;113.1;18;https://images.media-allrecipes.com/userphotos/250x250/72086.jpg
9383;Hot Crab Dip Recipe;William Anatooskin;47;10 m;20 m;30 m;cream cheese,mayonnaise,crab,onion,lemon juice,hot pepper;Preheat oven to 350 degrees F (175 degrees C).Beat cream cheese and mayonnaise until smooth. Stir in the crabmeat, minced onion, lemon juice and Tabasco sauce. Spoon mixture into a small oven-proof dish that has been sprayed with cooking spray.Bake at 350 degrees F (175 degrees C) for 20 minutes or until the sauce is bubbly. Serve with crackers, potato chips or tortilla chips. You can also use fresh crabmeat in place of the canned crabmeat.;358.7;10;https://images.media-allrecipes.com/userphotos/250x250/329473.jpg
16303;Slow Cooker Beef Stew III Recipe;Mary;157;10 m;1 d;1 d 10 m;carrot,potato,mushroom,onion,celery,meat,onion,mushroom,water;Place the carrots, potatoes, mushrooms, onion and celery in the slow cooker. Place the stew meat over the vegetables.In a medium bowl, combine the soup mix with the can of soup. Add the water and mix together well. Pour this in the slow cooker over the meat and vegetables.Add water as needed so that the liquid comes just to the bottom of the meat.Cook on low setting overnight, adding more water as necessary in the morning. Allow to cook all day.;589.3;6;https://images.media-allrecipes.com/userphotos/560x315/360643.jpg
22936;Butternut Squash Casserole Recipe;VPMSAVGA;428;15 m;1 h;1 h 15 m;butternut squash,white sugar,milk,vanilla,salt,flour,egg,margarine,TOPPING,vanilla,margarine,brown sugar;Preheat oven to 425 degrees F (220 degrees C).Put butternut squash in the microwave and cook on high, until soft, 2 to 3 minutes. Cut in half, scoop out seeds and cube. Bring a large pot of water to a boil. Add squash and cook until tender, about 15 minutes. Drain and mash.In a 9x13 inch casserole dish combine 3 cups mashed butternut squash, white sugar, milk, vanilla extract, salt, flour, eggs and 1/4 cup melted margarine.Bake in preheated oven for 45 minutes, or until set.In a medium bowl, combine crushed vanilla wafers, 1/2 cup melted margarine and brown sugar. Crumble over top of cooked casserole and return to oven to brown.;326.5;15;https://images.media-allrecipes.com/userphotos/560x315/4482587.jpg
15164;Ranch Bean Dip Recipe;Denise Greening;147;2 m;10 m;12 m;bean,cheddar,1 (1 ounce) package ranch dressing mix,sour cream;In a small saucepan, combine beans, cheese, ranch dressing mix, and sour cream. Heat the mixture over a medium heat, stir until the ingredients are well blended and warm.;379.5;8;https://images.media-allrecipes.com/userphotos/250x250/31205.jpg
20079;Easy Southwestern Salad Dressing Recipe;IMJEN2;24;5 m;X;5 m;salad dressing,barbecue sauce;In a small bowl, whisk together the ranch dressing and barbecue sauce.  Refrigerate until serving.;191.3;16;https://images.media-allrecipes.com/userphotos/250x250/242092.jpg
9945;Scottish Shortbread II Recipe;Cheryl Otten;229;X;X;X;flour,white sugar,butter;Preheat oven to 350 degrees F (180 degrees C).Blend all ingredients well.  Dough will be stiff.Press into a 9 x 9 inch buttered dish.  Prick top with a fork.Bake until pale golden brown on the edges. Cool and cut into squares.;329.9;12;https://images.media-allrecipes.com/userphotos/560x315/957951.jpg
9931;Raspberry Squares II Recipe;'Judi O''Keefe';43;25 m;45 m;1 h 10 m;raspberry,walnut,flour,white sugar,egg,butter;Preheat oven to 350 degrees F (180 degrees C).Let butter soften, then mix all ingredients together except raspberry jam.Reserve 1 1/2 cups of mixture.Press pastry mixture into 8-inch square pan then place raspberry jam over it making sure there is 1/2 inch border on all sides.Sprinkle reserved mixture of top.Bake for 40-50 minutes or until light brown.  Let cool on wire rack before cutting into bars.;140.2;16;https://images.media-allrecipes.com/userphotos/560x315/36753.jpg
8402;Aunt Dee Dees Apple Coffee Cake Recipe;Lisa Martin;33;X;X;X;apple,cinnamon,flour,white sugar,milk,butter,baking powder,salt,egg,brown sugar,walnut,butter,sugar,butter,vanilla,water;Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 pan.Mix pie filling and cinnamon, set aside.Beat flour, white sugar, milk, 1/2 cup softened butter, baking powder, salt and eggs in mixing bowl on low speed for 30 seconds. Beat on medium speed for 2 minutes.Pour half of the batter into prepared pan. Spoon half of the pie filling over the batter. Spread remaining cake batter over pie filling, and top with the remaining half of the pie filling.Mix brown sugar and nuts together and sprinkle over top of cake. Drizzle with 2 tablespoons  melted butter.Bake at 350 degrees F (175 degrees C) for 45 to 55 minutes. Allow cake to cool 20 minutes.Combine confectioners sugar, 1 tablespoon butter, 3/4 teaspoon vanilla, 2 to 3 teaspoons hot water. Beat until smooth.  Drizzle over cake.;424.4;24;https://images.media-allrecipes.com/userphotos/560x315/439.jpg
23370;Cheese Easy Squares Recipe;Charlie;18;15 m;10 m;25 m;parmesan,mayonnaise,onion,cocktail;Preheat oven to 350 degrees F (175 degrees C).Place the Parmesan cheese, mayonnaise, onion and reserved onion juice in a blender or food processor. Blend thoroughly. Spread the mixture evenly on slices of cocktail rye bread.Place cocktail rye bread slices on a large baking sheet. Bake in the preheated oven 10 minutes, or until lightly toasted.;45.4;15;https://images.media-allrecipes.com/userphotos/250x250/808382.jpg
15161;Cowboy Cookie Mix in a Jar Recipe;Phyllis;286;25 m;X;25 m;oat,brown sugar,white sugar,pecan,chocolate,flour,baking powder,baking soda,salt;Layer the ingredients in a 1 quart jar in the order given. Press each layer firmly in place before adding the next layer.Include a card with the following instructions:  Cowboy Cookie Mix in a Jar 1.  Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.  2.  In a medium bowl, mix together 1/2 cup melted butter or margarine, 1 egg, and 1 teaspoon of vanilla. Stir in the entire contents of the jar. You may need to use your hands to finish mixing. Shape into walnut sized balls. Place 2 inches apart on prepared cookie sheets.  3.  Bake for 11 to 13 minutes in the preheated oven. Transfer from cookie sheets to cool on wire racks.;593.8;18;https://images.media-allrecipes.com/userphotos/560x315/1076533.jpg
12934;Chicken Gumbo Soup Recipe;Phil Schaefer;22;10 m;3 h 20 m;3 h 30 m;water,garlic,hot pepper,carrot,mushroom,okra,wild rice,chicken,pasta,salt,black pepper,green onion;Bring the water to a boil.  Add the garlic powder and the hot pepper sauce.  Put the carrots and mushrooms into the pot of water.  Cook for five minutes.Add the okra, wild rice, and chicken cubes.  Turn heat to low, and cook for three hours.Add the spiral pasta, and cook for ten minutes.  Add salt and pepper to  taste.  Serve hot, garnished with green onions.;338.6;8;https://images.media-allrecipes.com/userphotos/250x250/590796.jpg
7870;Best Boiled Fruitcake Recipe;Mark Richards;50;X;X;X;fruit,cherry,citrus,walnut,butter,spice,baking soda,milk,flour,egg,white sugar;Preheat oven to 325 degrees F (160 degrees C). Line one 8 inch deep sided cake tin with parchment paper.Place the fruit cherries, peel, walnuts, sugar, butter or margarine, mixed spice, baking soda and milk in a medium sized saucepan. Bring to a boil and simmer for 5 minutes. Let mixture cool to body temperature.Stir in the flour and the eggs. Pour batter into the prepared pan. Wrap outside of pan with brown paper or newspaper.Bake at 325 degrees F (160 degrees C) for 40 minutes then reduce temperature to 300 degrees F (150 degrees C) and continue to baking cake for 1-1/2 hours. Remove cake from oven and allow it to cool in tin for 5 minutes then turn it out onto a cooling rack, remove greaseproof paper and leave until cool. Cake can be stored for up to 6 months wrapped in foil and in an air tight tin.;428.0;10;https://images.media-allrecipes.com/userphotos/560x315/27222.jpg
19693;Eggplant;LOTTING123;185;5 m;30 m;35 m;olive,eggplant,egg,water,bread,tomato,parmesan,salad dressing;Preheat oven to 375  degrees F (190 degrees C). Grease a baking sheet or pizza pan with olive oil.Slice the eggplant into 8 round slices, each 1/4 to 1/2 inch thick. Trim the skin, maintaining the round shape of the slices. In a small bowl, whip together the egg and water. Place the breadcrumbs in a separate small bowl.Dip the eggplant slices one at a time into the egg and water mixture, then into the breadcrumbs. One by one, place the coated slices in a single layer on the prepared baking sheet or pizza pan. Top the slices with equal amounts of tomato, Parmesan cheese and Italian-style salad dressing.Bake in the preheated oven approximately 15 minutes. Change oven setting to broil, and continue cooking 3 to 5 minutes. Check the slices frequently while broiling to avoid burning.;469.9;8;https://images.media-allrecipes.com/userphotos/560x315/2834.jpg
19890;Mini Meringues Recipe;K.SUTTON;49;20 m;40 m;1 h;egg,sugar,vanilla;Preheat oven to 300 degrees F (150 degrees C).  Line a baking sheet with parchment paper.In large bowl, beat egg whites until stiff, but not dry.  Gradually beat in sugar until a little of the mixture between your thumb and forefinger feels smooth, not gritty.  Stir in vanilla.  Pipe or spoon small portions onto baking tray and bake 35 minutes, or until dry but not brown.  Turn off oven and leave meringues to cool inside.;507.8;12;https://images.media-allrecipes.com/userphotos/250x250/638521.jpg
10199;Royal Icing III Recipe;Veronica;201;10 m;X;10 m;sugar,cream,egg;'In a bowl, sift together confectioners'' sugar and cream of tartar. Using electric mixer, beat in 2 beaten egg whites for about 5 minutes or until mixture is thick enough to hold its shape.';105.8;64;https://images.media-allrecipes.com/userphotos/560x315/4316383.jpg
20664;Easy Nacho Dip Recipe;DOXIEMAN;21;15 m;X;15 m;sour cream,cream cheese,taco,cheddar,tomato,green onion;In a bowl, combine the sour cream, cream cheese and taco seasoning. Spread the mixture into a pie dish. Sprinkle the Cheddar cheese over the mixture in an even layer. Top the cheese with the tomatoes and green onions.;87.7;24;https://images.media-allrecipes.com/userphotos/560x315/4575411.jpg
10964;Rochelle Sable Recipe;Rochelle;3;X;X;X;egg,flour,white sugar,orange,salt,butter;Place eggs (and water to cover) in a medium saucepan. Bring water to a boil, remove from heat and let cool. Peel eggs and remove yolks. Mash yolks and set aside.In a large bowl, stir together the flour, sugar, yolks, orange zest, and salt. Using your fingertips, quickly press the butter into the flour mixture until it holds together. Shape the dough into a disc and place it between two large pieces of waxed paper. Set it aside at room temperature for 1 hour.Preheat the oven to 375 degrees F (190 degrees C).Using a rolling pin, roll the dough out between the waxed paper to a 1/4-inch thickness.   Cut out the cookies using a star-shape cookie cutter, a fluted or plain 2 1/2-inch round cutter, or a juice glass.Carefully transfer the cookies to a baking sheet, leaving about 1 inch between the cookies. (If   the dough is too soft and it is difficult to transfer the cookies, slide the waxed paper with the cutout cookies onto a baking sheet and freeze or refrigerate for 5 to 10 minutes.)  Gather together any scraps of dough and repeat the process.Bake for 8 minutes or until the cookies are lightly browned on the edges.Transfer the baking sheet to a wire rack and cool for 2 to 4 minutes. Using a metal spatula, lift the cookies   to a wire rack and cool completely. When cool, store the cookies in an airtight container. These cookies   freeze well.;122.0;12;https://images.media-allrecipes.com/userphotos/560x315/821163.jpg
15956;Ranch Oyster Crackers Recipe;Jackie Smith;324;10 m;20 m;45 m;1 (1 ounce) package Ranch-style dressing mix,dill,vegetable oil,pepper,garlic,oyster;Preheat oven to 250 degrees F (120 degrees C).In a large bowl, combine the dressing mix, dill weed, vegetable oil, lemon pepper, and garlic powder. Add oyster crackers, and toss to coat. Spread evenly on a baking sheet.Bake for 15 to 20 minutes in the preheated oven, stirring gently after 10 minutes. Remove from oven, and allow to cool before serving.;397.0;20;https://images.media-allrecipes.com/userphotos/560x315/4508517.jpg
11341;Scottish Shortbread IV Recipe;Linda;510;X;X;X;butter,brown sugar,flour;Preheat oven to 325 degrees F (165 degrees C).Cream butter and brown sugar. Add 3 to 3 3/4 cups flour. Mix well.Sprinkle board with the remaining flour. Knead for 5 minutes, adding enough flour to make a soft dough. Roll to 1/2 inch thickness. Cut into 3x1 inch strips. Prick with fork and place on ungreased baking sheets.Bake at 325 degrees F (165 degrees C) for 20 to 25 minutes.;108.6;24;https://images.media-allrecipes.com/userphotos/560x315/4082915.jpg
15834;Plum Pie Recipe;MARBALET;47;30 m;1 h;1 h 30 m;flour,white sugar,baking powder,salt,butter,egg,vanilla,milk,lemon,flour,brown sugar,cinnamon,salt,hazelnut,lemon,butter,plum,white sugar,flour,cinnamon,nutmeg;Preheat oven to 375 degrees F (190 degrees C).To Make Crust: In a large bowl combine 3 cups flour, 3/4 cups white sugar, baking powder, and 1/8 teaspoon salt. Mix thoroughly, then cut in 2/3 cup butter or margarine with a pastry blender, until pieces are the size of small peas. Stir in eggs, vanilla extract, milk and  lemon zest. Mix just until all ingredients are combined. Allow dough to rest in refrigerator.To Make Streusel Topping: In a medium bowl mix 1/2 cup flour, brown sugar, 1/2 teaspoon cinnamon, 1/4 teaspoon salt, chopped nuts, and grated lemon zest. Work in butter or margarine with fingers until all ingredients are well combined. Set aside.To Make Fruit Filling: Place pitted and sliced fruit in a large bowl. In a small bowl, mix remaining sugar, flour, cinnamon, and nutmeg until thoroughly combined. Pour over fruit and stir gently until all fruit is evenly coated.Roll out pie crust and place in a 9 inch pie pan. Trim and flute edges, then pour in fruit filling. Evenly cover fruit with streusel topping and bake in preheated oven for 45 to 55 minutes. Serve warm, or at room temperature.;364.2;8;https://images.media-allrecipes.com/userphotos/560x315/709578.jpg
20602;Russian Creme Fruit Topping Recipe;buffbetty;13;5 m;X;5 m;sour cream,white sugar,vanilla;Stir sugar and vanilla into sour cream until sugar is dissolved.;235.3;16;https://images.media-allrecipes.com/userphotos/250x250/619616.jpg
24594;Horseradish Crab Dip Recipe;Iron Chef-SuziQ;13;5 m;5 m;10 m;crab,cream cheese,horseradish,worcestershire sauce;In a medium bowl, mix together crabmeat, cream cheese, horseradish and Worcestershire sauce.Microwave the mixture on high 3 to 5 minutes, or until warm and bubbly. Stir well before serving.;60.0;16;https://images.media-allrecipes.com/userphotos/560x315/5346169.jpg
7344;Banana Nut Frosting Recipe;Rosemary Stoker;33;20 m;X;20 m;butter,sugar,banana,coconut,pecan,vanilla;'Cream together the softened butter or margarine, and confectioners'' sugar until light and fluffy. Add the banana, coconut, pecans, vanilla and mix well.  Makes enough to fill and frost a 9 inch layer cake or one 9x13 inch sheet cake.';331.1;12;https://images.media-allrecipes.com/userphotos/250x250/496268.jpg
27162;Tropical Baked Bananas Recipe;RYAN PUGH;35;5 m;10 m;15 m;butter,brown sugar,clove,orange juice,banana,coconut;Preheat oven to 375  degrees F (190 degrees C).  Grease a 7x11 inch baking dish.In a small bowl, cream together butter and sugar.  Stir in cloves and orange juice until smooth.  Place the bananas in the prepared dish and spread the butter mixture evenly over the bananas.  Sprinkle with coconut.Bake in preheated oven until bubbly and heated through, 10 minutes.;253.4;6;https://images.media-allrecipes.com/userphotos/250x250/694496.jpg
16640;Rosemaries Italian Style Soup Recipe;Rachel;6;15 m;20 m;35 m;olive,onion,celery,tomato,water,basil,chickpea,pasta;Heat the oil in a large pot over medium heat. Add the onion and celery and saute for 5 to 10  minutes, or until tender.Reduce heat to medium low, add the tomatoes and the water and break the tomatoes apart with your hands in the pot. Then simmer for 10 minutes.Stir in the basil, chickpeas and pasta and simmer for 15 to 20 more minutes, or until all ingredients are heated through.;70.4;6;https://images.media-allrecipes.com/userphotos/560x315/2045198.jpg
17221;Pumpkin Muffins I Recipe;Veronica;22;20 m;20 m;40 m;flour,salt,nutmeg,pumpkin,brown sugar,raisin,egg,vegetable oil,pumpkin,milk;Preheat oven to 375 degrees F (190 degrees C).  Grease muffin cups or line with paper muffin liners.Sift the flour, salt, nutmeg, and pumpkin pie spice into a medium size mixing bowl. Stir in the brown sugar and the sultana raisins. In another bowl, stir together the egg, oil, pumpkin and milk, add to the dry ingredients and mix until just blended. Fill prepared muffin cups 3/4 full.Bake at 375 degrees F (190 degrees C) for 18 to 20 minutes or until a toothpick stuck into the center of a muffin comes out clean.;415.0;12;https://images.media-allrecipes.com/userphotos/560x315/3106905.jpg
16844;Canned Soup Recipe;Karen-Jean Coxe;29;30 m;1 h;1 h 30 m;tomato,vegetarian,corn,green bean,vegetable,oregano,garlic,pepper,basil,parsley,onion;Puree stewed tomatoes in an electric blender or mixer.  Place tomatoes, refried beans, corn, green beans, and vegetable broth in a large pot. Cook over a medium heat.  Refried beans and tomatoes will cook down to create a base for the soup.  Stir occasionally to prevent stickiness.Add water as needed to prevent over-thickening.  Add oregano, garlic powder, salt and pepper, basil, parsley, and minced onion. Cover and cook until mixture is heated through.  Add the onions, and continue cooking until the soup is just boiling.;348.2;7;https://images.media-allrecipes.com/userphotos/560x315/871719.jpg
23108;Chocolate Pecan Tassies Recipe;TheThreeDogKitchen;7;15 m;15 m;30 m;'Crust:,butter,cream cheese,flour,Filling:,margarine,chocolate,brown sugar,egg,vanilla,pecan,sugar;In a medium bowl, cream together the butter and cream cheese. Stir in the flour until well blended. Wrap dough in plastic wrap and refrigerate for at least one hour.Preheat oven to 350 degrees F (175 degrees C). Melt chocolate and margarine together in the microwave, stirring frequently until smooth. Beat in the brown sugar, egg and vanilla until well blended. Stir in the pecans.Roll the chilled dough into 1 inch balls and press them into the bottom and up the sides of ungreased mini muffin tins. Spoon about 1 teaspoon of filling into each cup.Bake for 20 minutes in the preheated oven, until edges are browned. Cool in pans on wire racks for 15 minutes before removing from muffin tins.;474.6;36;https://images.media-allrecipes.com/userphotos/560x315/4457442.jpg
10763;Java Chocolaty Cookies Recipe;Stacy;6;X;X;X;shortening,white sugar,brown sugar,liqueur,egg,flour,salt,baking soda,chocolate,chocolate;In large bowl, combine the shortening and the sugars.  Add the coffee liqueur and the eggs.  Blend well.Now, in a separate bowl, combine the flour, the baking soda, and the salt.  Add this mixture to the coffee mixture.  Mix well, then add the chocolate chips.  Add the chocolate syrup if desired.Drop dough in teaspoon size balls onto cookie sheets.  Bake at 375 degrees F (190 degrees C) for about 8 minutes.  Remove cookies from the oven, and allow to cool.;106.8;18;https://images.media-allrecipes.com/userphotos/250x250/1012424.jpg
10170;Chocolate Nut Biscotti Recipe;Sue Hushin;24;X;X;X;flour,baking powder,salt,butter,white sugar,egg,vanilla,chocolate,hazelnut;Preheat oven to 350 degrees F (180 degrees C). Grease and lightly flour cookie sheet.In a small bowl, mix flour, baking powder and salt.Beat butter and sugar in large bowl until light and fluffy. Beat in eggs and vanilla. Gradually add flour mixture, beating well after each addition. Stir in chocolate and nuts.Divide dough into two equal parts. On floured surface, shape dough into two logs, 14 inches long, 1-1/2 inches wide and 1 inch thick. Place two inches apart on prepared cookie sheet.Bake for 25 minutes or until lightly browned. Remove to a cutting board.  Let cool 5 minutes. Cut into 3/4 inch thick diagonal slices and return to cookie sheet, standing upright.Bake 10 minutes more or until slightly dry. Cool completely on wire racks.;155.6;18;https://images.media-allrecipes.com/userphotos/560x315/2930190.jpg
19688;Rice Surprise Recipe;Honda;13;15 m;20 m;35 m;rice,cream,white sugar,pineapple;In a saucepan bring salted water to a boil. Add  rice, reduce heat, cover and simmer for 20 minutes.Rinse, drain, and chill the cooked rice.In a small glass or metal mixing bowl, whip the cream, adding sugar gradually until the cream becomes fluffy. Then, fold the whipped cream and drained pineapple into the chilled, cooked rice. Spoon the mixture into dessert dishes and serve.;321.0;4;https://images.media-allrecipes.com/userphotos/250x250/570571.jpg
9404;Georgia Spiced Peaches Recipe;Donna;19;X;X;X;peach,white sugar,vinegar,water,clove,cinnamon;Peel peaches and set aside. In a large pot over medium high heat, boil sugar, vinegar and water until the syrup is moderately thick.Add cloves, cinnamon and peaches. Bring to boil stirring occasionally until the peaches can be pierced to the pit with a fork.Fill sterilized canning jars with peaches.  Continue boiling syrup until heavy and add to peaches to cover.In a large stock pot, pour water half way to top with boiling water. Using a holder, carefully lower jars into pot. Leave a 2-inch space between jars. Add more boiling water to cover them, about 2 inches above the tops.  Bring to a boil and cover, processing for 35 minutes. Remove jars from pot. Put jars on a wood or cloth surface, several inches apart and allow to cool. Jars will be sealed.;43.8;100;https://images.media-allrecipes.com/userphotos/250x250/40870.jpg
